recording_id,species,scientific_name,country,location,quality,length_s,date,file_path
664526,Black-tailed Godwit,Limosa limosa,Poland,"Lawki Swamp, Biebrza NP, Gm. Trzcianne, moniecki, podlaskie",A,1:03,2020-06-16,data\processed_wav\664526.wav
648499,Black-tailed Godwit,Limosa limosa,Poland,"Gmina Baranowo (near  Kopaczyska), ostrołęcki, Mazowieckie",A,0:12,2021-05-14,data\processed_wav\648499.wav
609396,Black-tailed Godwit,Limosa limosa,Poland,"Gmina Cyców , łęczyński, Lubelskie",A,0:12,2020-05-01,data\processed_wav\609396.wav
571190,Black-tailed Godwit,Limosa limosa,Poland,"Powiat łowicki, województwo łódzkie",A,0:25,2020-06-20,data\processed_wav\571190.wav
571189,Black-tailed Godwit,Limosa limosa,Poland,"Powiat łowicki, województwo łódzkie",A,0:12,2020-06-20,data\processed_wav\571189.wav
561282,Black-tailed Godwit,Limosa limosa,Poland,"Gmina Gródek, Podlaskie Voivodeship",A,0:30,2020-05-23,data\processed_wav\561282.wav
561280,Black-tailed Godwit,Limosa limosa,Poland,"Gmina Gródek, Podlaskie Voivodeship",A,2:05,2020-05-23,data\processed_wav\561280.wav
550016,Black-tailed Godwit,Limosa limosa,Poland,Masovian Voivodeship,A,0:14,2020-04-24,data\processed_wav\550016.wav
550011,Black-tailed Godwit,Limosa limosa,Poland,Masovian Voivodeship,A,0:21,2020-04-24,data\processed_wav\550011.wav
509581,Black-tailed Godwit,Limosa limosa,Poland,"Ławki Swamp, Biebrza National Park, Podlaskie Voivodeship",A,0:37,2019-04-28,data\processed_wav\509581.wav
481674,Black-tailed Godwit,Limosa limosa,Poland,"Zegrze Reservoir, legionowski, mazowieckie",A,0:54,2019-04-30,data\processed_wav\481674.wav
375867,Black-tailed Godwit,Limosa limosa,Poland,"Gmina Radziłów, grajewski, podlaskie",A,0:23,2017-06-04,data\processed_wav\375867.wav
266695,Black-tailed Godwit,Limosa limosa,Poland,"Lawki Swamp, Biebrzanski NP, Gmina Trzcianne (near  Stójka), moniecki, podlaskie",A,0:18,2015-06-09,data\processed_wav\266695.wav
246705,Black-tailed Godwit,Limosa limosa,Poland,"Gmina Dąbrówka (near  Kuligów), Wołomin County, Masovian Voivodeship",A,0:18,2010-04-26,data\processed_wav\246705.wav
246704,Black-tailed Godwit,Limosa limosa,Poland,"Gmina Dąbrówka (near  Kuligów), Wołomin County, Masovian Voivodeship",A,0:13,2010-04-26,data\processed_wav\246704.wav
246699,Black-tailed Godwit,Limosa limosa,Poland,"Gmina Dąbrówka (near  Kuligów), Wołomin County, Masovian Voivodeship",A,0:12,2010-04-26,data\processed_wav\246699.wav
246688,Black-tailed Godwit,Limosa limosa,Poland,"Gmina Dąbrówka (near  Kuligów), Wołomin County, Masovian Voivodeship",A,0:11,2015-03-15,data\processed_wav\246688.wav
246686,Black-tailed Godwit,Limosa limosa,Poland,"Gmina Dąbrówka (near  Kuligów), Wołomin County, Masovian Voivodeship",A,0:25,2014-03-23,data\processed_wav\246686.wav
240879,Black-tailed Godwit,Limosa limosa,Poland,"Gmina Szreńsk (near  Przychód), Mława County, Masovian Voivodeship",A,0:21,2015-05-04,data\processed_wav\240879.wav
240864,Black-tailed Godwit,Limosa limosa,Poland,"Gmina Szreńsk (near  Przychód), Mława County, Masovian Voivodeship",A,2:06,2015-05-04,data\processed_wav\240864.wav
240861,Black-tailed Godwit,Limosa limosa,Poland,"Gmina Szreńsk (near  Kobuszyn), mławski, mazowieckie",A,0:35,2015-05-04,data\processed_wav\240861.wav
240860,Black-tailed Godwit,Limosa limosa,Poland,"Gmina Szreńsk (near  Przychód), Mława County, Masovian Voivodeship",A,0:27,2015-05-04,data\processed_wav\240860.wav
240859,Black-tailed Godwit,Limosa limosa,Poland,"Gmina Szreńsk (near  Przychód), Mława County, Masovian Voivodeship",A,0:41,2015-05-04,data\processed_wav\240859.wav
240857,Black-tailed Godwit,Limosa limosa,Poland,"Gmina Szreńsk (near  Przychód), Mława County, Masovian Voivodeship",A,0:32,2015-05-04,data\processed_wav\240857.wav
240854,Black-tailed Godwit,Limosa limosa,Poland,"Gmina Szreńsk (near  Kobuszyn), mławski, mazowieckie",A,0:12,2015-05-04,data\processed_wav\240854.wav
190190,Black-tailed Godwit,Limosa limosa,Poland,"Mścichy, Biebrza Marshes",A,1:40,2014-04-12,data\processed_wav\190190.wav
181101,Black-tailed Godwit,Limosa limosa,Poland,"Gmina Szreńsk (near  Doziny), Mława County, Masovian Voivodeship",A,1:18,2014-06-03,data\processed_wav\181101.wav
178038,Black-tailed Godwit,Limosa limosa,Poland,"Gmina Wiśniewo (near  Kowalewo), Mława County, Masovian Voivodeship",A,1:28,2014-05-10,data\processed_wav\178038.wav
176701,Black-tailed Godwit,Limosa limosa,Poland,"Narew River Valley (near  Wizna), Podlaskie Voivodeship",A,0:13,2014-04-25,data\processed_wav\176701.wav
138830,Black-tailed Godwit,Limosa limosa,Poland,"Bieżuń, Żuromin County, Masovian Voivodeship",A,2:53,2013-06-18,data\processed_wav\138830.wav
75402,Black-tailed Godwit,Limosa limosa,Poland,Biebrza Marshes,A,0:10,2009-05-08,data\processed_wav\75402.wav
36739,Black-tailed Godwit,Limosa limosa,Poland,Biebrza Marshes ,A,0:36,2008-06-05,data\processed_wav\36739.wav
36738,Black-tailed Godwit,Limosa limosa,Poland,Biebrza Marshes ,A,0:57,2008-06-05,data\processed_wav\36738.wav
671025,Ruddy Turnstone,Arenaria interpres,Poland,"Gmina Baranów (near  Baranów), powiat grodziski, Mazowieckie",A,0:14,2021-08-27,data\processed_wav\671025.wav
282095,Ruddy Turnstone,Arenaria interpres,Poland,"Gmina Stegna, Nowy Dwór Gdański County, Pomeranian Voivodeship",A,0:18,2015-09-20,data\processed_wav\282095.wav
150683,Sanderling,Calidris alba,Poland,"Nowy Dwór Gdański County, Pomeranian Voivodeship",A,0:11,2013-09-05,data\processed_wav\150683.wav
833015,Dunlin,Calidris alpina,Poland,"Gmina Wicko (near  Łeba), Lębork County, Pomeranian Voivodeship",A,0:12,2023-06-23,data\processed_wav\833015.wav
666529,Dunlin,Calidris alpina,Poland,"Gmina Baranów (near  Baranów), powiat grodziski, Mazowieckie",A,0:37,2021-08-05,data\processed_wav\666529.wav
282219,Dunlin,Calidris alpina,Poland,"Gmina Stegna, Nowy Dwór Gdański County, Pomeranian Voivodeship",A,0:11,2015-09-20,data\processed_wav\282219.wav
282218,Dunlin,Calidris alpina,Poland,"Gmina Stegna, Nowy Dwór Gdański County, Pomeranian Voivodeship",A,0:34,2015-09-20,data\processed_wav\282218.wav
198690,Dunlin,Calidris alpina,Poland,Zatoka Gdańska,A,0:30,2014-10-12,data\processed_wav\198690.wav
198689,Dunlin,Calidris alpina,Poland,Zatoka Gdańska,A,3:12,2014-10-12,data\processed_wav\198689.wav
197956,Dunlin,Calidris alpina,Poland,"Nowy Dwór Gdański County, Pomeranian Voivodeship",A,3:44,2014-10-05,data\processed_wav\197956.wav
150801,Dunlin,Calidris alpina,Poland,"Nowy Dwór Gdański County, Pomeranian Voivodeship",A,0:52,2013-09-05,data\processed_wav\150801.wav
957126,Eurasian Woodcock,Scolopax rusticola,Poland,"Gmina Augustów (near  Augustów), Augustów County, Podlaskie Voivodeship",A,1:37,2022-05-11,data\processed_wav\957126.wav
906974,Eurasian Woodcock,Scolopax rusticola,Poland,"Gmina Wyry (near  Dolne Lasy Pszczyńskie), Powiat mikołowski, Województwo śląskie",A,1:12,2024-05-27,data\processed_wav\906974.wav
791367,Eurasian Woodcock,Scolopax rusticola,Poland,"Gmina Augustów (near  Augustów), Augustów County, Podlaskie Voivodeship",A,0:30,2023-04-01,data\processed_wav\791367.wav
741153,Eurasian Woodcock,Scolopax rusticola,Poland,"Stolowe Mts. NP, Kudowa-Zdrój, kłodzki, Województwo dolnośląskie",A,0:33,2022-06-26,data\processed_wav\741153.wav
740550,Eurasian Woodcock,Scolopax rusticola,Poland,"Stolowe Mts. NP, Kudowa-Zdrój, kłodzki, Województwo dolnośląskie",A,0:39,2022-06-24,data\processed_wav\740550.wav
729756,Eurasian Woodcock,Scolopax rusticola,Poland,"Nowa Dęba, tarnobrzeski, Podkarpackie",A,0:29,2022-06-06,data\processed_wav\729756.wav
728704,Eurasian Woodcock,Scolopax rusticola,Poland,"Gmina Płaska (near  Płaska), Powiat augustowski, Podlaskie",A,0:25,2022-06-01,data\processed_wav\728704.wav
723544,Eurasian Woodcock,Scolopax rusticola,Poland,"Gmina Płaska (near  Płaska), Powiat augustowski, Podlaskie",A,0:52,2022-05-11,data\processed_wav\723544.wav
697941,Eurasian Woodcock,Scolopax rusticola,Poland,"Stolowe Mts. NP, Kudowa-Zdrój, kłodzki, Województwo dolnośląskie",A,0:25,2021-06-10,data\processed_wav\697941.wav
664087,Eurasian Woodcock,Scolopax rusticola,Poland,"Gmina Kampinos (near  Kampinos), warszawski zachodni, mazowieckie",A,4:09,2021-07-19,data\processed_wav\664087.wav
645750,Eurasian Woodcock,Scolopax rusticola,Poland,"Gmina Augustów (near  Augustów), augustowski, podlaskie",A,0:28,2021-05-03,data\processed_wav\645750.wav
636310,Eurasian Woodcock,Scolopax rusticola,Poland,"Gmina Stary Brus (near  Kołacze), Powiat włodawski, Lubelskie",A,0:54,2021-03-26,data\processed_wav\636310.wav
630149,Eurasian Woodcock,Scolopax rusticola,Poland,"Gmina Stary Brus (near  Kołacze), Powiat włodawski, Lubelskie",A,0:31,2021-03-19,data\processed_wav\630149.wav
595414,Eurasian Woodcock,Scolopax rusticola,Poland,"Gmina Stary Brus (near  Kołacze), włodawski, lubelskie",A,0:40,2020-06-06,data\processed_wav\595414.wav
595410,Eurasian Woodcock,Scolopax rusticola,Poland,"Gmina Białowieża (near  Białowieża), Hajnówka County, Podlaskie Voivodeship",A,0:37,2020-05-16,data\processed_wav\595410.wav
595405,Eurasian Woodcock,Scolopax rusticola,Poland,"Gmina Białowieża (near  Białowieża), Hajnówka County, Podlaskie Voivodeship",A,0:38,2020-05-16,data\processed_wav\595405.wav
547029,Eurasian Woodcock,Scolopax rusticola,Poland,"Gmina Kampinos (near  Kampinos), warszawski zachodni, mazowieckie",A,0:27,2020-04-17,data\processed_wav\547029.wav
543415,Eurasian Woodcock,Scolopax rusticola,Poland,"Gmina Kampinos (near  Kampinos), warszawski zachodni, mazowieckie",A,0:19,2020-04-08,data\processed_wav\543415.wav
345871,Eurasian Woodcock,Scolopax rusticola,Poland,"Gmina Ełk (near  Ełk), ełcki, warmińsko-mazurskie",A,0:15,2016-06-23,data\processed_wav\345871.wav
345865,Eurasian Woodcock,Scolopax rusticola,Poland,"Gmina Ełk (near  Ełk), ełcki, warmińsko-mazurskie",A,0:15,2016-06-23,data\processed_wav\345865.wav
233391,Eurasian Woodcock,Scolopax rusticola,Poland,Leoncin,A,0:14,2015-03-28,data\processed_wav\233391.wav
130281,Jack Snipe,Lymnocryptes minimus,Poland,"Pomiechówek (near  Czarnowo), Nowy Dwór Mazowiecki County, Masovian Voivodeship",A,0:10,2013-04-18,data\processed_wav\130281.wav
99134,Jack Snipe,Lymnocryptes minimus,Poland,"Bronisławka, near Stary Modlin, Poland",A,2:24,2011-04-21,data\processed_wav\99134.wav
651841,Great Snipe,Gallinago media,Poland,"Lawki Swamp, Biebrzanski NP, Gmina Trzcianne (near  Stójka), moniecki, podlaskie",A,2:35,2021-05-21,data\processed_wav\651841.wav
465429,Great Snipe,Gallinago media,Poland,podlaskie,A,1:21,2019-04-06,data\processed_wav\465429.wav
325167,Great Snipe,Gallinago media,Poland,podlaskie,A,3:48,2016-05-26,data\processed_wav\325167.wav
183283,Great Snipe,Gallinago media,Poland,Biebrza Marshes ,A,6:46,2014-06-10,data\processed_wav\183283.wav
140552,Great Snipe,Gallinago media,Poland,"Gmina Goniądz (near  Osowiec), Mońki County, Podlaskie Voivodeship",A,2:08,2007-06-03,data\processed_wav\140552.wav
104082,Great Snipe,Gallinago media,Poland,Biebrza river ,A,2:03,2010-04-25,data\processed_wav\104082.wav
100989,Great Snipe,Gallinago media,Poland,Narew Valley,A,3:05,2012-05-14,data\processed_wav\100989.wav
767990,Common Snipe,Gallinago gallinago,Poland,"Lawki Swamp, Biebrzanski NP, Gmina Trzcianne (near  Stójka), moniecki, podlaskie",A,0:10,2020-06-30,data\processed_wav\767990.wav
767989,Common Snipe,Gallinago gallinago,Poland,"Lawki Swamp, Biebrzanski NP, Gmina Trzcianne (near  Stójka), moniecki, podlaskie",A,0:18,2020-06-30,data\processed_wav\767989.wav
664529,Common Snipe,Gallinago gallinago,Poland,"Lawki Swamp, Biebrza NP, Gm. Trzcianne, moniecki, podlaskie",A,0:59,2020-06-16,data\processed_wav\664529.wav
633300,Common Snipe,Gallinago gallinago,Poland,"Nowe Trzciano, Podlaskie Voivodeship",A,0:44,2021-03-28,data\processed_wav\633300.wav
614529,Common Snipe,Gallinago gallinago,Poland,"Lawki Swamp, Biebrza NP, Gm. Trzcianne, moniecki, podlaskie",A,0:14,2020-05-20,data\processed_wav\614529.wav
614505,Common Snipe,Gallinago gallinago,Poland,"Lawki Swamp, Biebrza NP, Gm. Trzcianne, moniecki, podlaskie",A,0:31,2020-05-20,data\processed_wav\614505.wav
614002,Common Snipe,Gallinago gallinago,Poland,"Lawki Swamp, Biebrza NP, Gm. Trzcianne, moniecki, podlaskie",A,0:37,2020-05-19,data\processed_wav\614002.wav
571175,Common Snipe,Gallinago gallinago,Poland,Biebrza and Narew Valley,A,0:14,2020-05-12,data\processed_wav\571175.wav
571170,Common Snipe,Gallinago gallinago,Poland,Biebrza and Narew Valley,A,0:40,2020-05-12,data\processed_wav\571170.wav
559997,Common Snipe,Gallinago gallinago,Poland,The Biebrza National Park,A,0:19,2020-05-20,data\processed_wav\559997.wav
552811,Common Snipe,Gallinago gallinago,Poland,"Gmina Mogielnica, Grójec County, Masovian Voivodeship",A,0:20,2020-04-30,data\processed_wav\552811.wav
549760,Common Snipe,Gallinago gallinago,Poland,Masovian Voivodeship,A,0:10,2020-04-23,data\processed_wav\549760.wav
282635,Common Snipe,Gallinago gallinago,Poland,"Michałowo (near  Pieńki), białostocki, Podlaskie Voivodeship",A,1:00,2015-06-19,data\processed_wav\282635.wav
179580,Common Snipe,Gallinago gallinago,Poland,"Gmina Somianka (near  Popowo Kościelne), Wyszków County, Masovian Voivodeship",A,0:10,2014-05-25,data\processed_wav\179580.wav
130282,Common Snipe,Gallinago gallinago,Poland,"Wieliszew (near  Góra), Legionowo County, Masovian Voivodeship",A,0:46,2013-04-18,data\processed_wav\130282.wav
130280,Common Snipe,Gallinago gallinago,Poland,"Wieliszew (near  Góra), Legionowo County, Masovian Voivodeship",A,3:26,2013-04-18,data\processed_wav\130280.wav
282116,Red-necked Phalarope,Phalaropus lobatus,Poland,"Gmina Stegna, Nowy Dwór Gdański County, Pomeranian Voivodeship",A,0:11,2015-09-20,data\processed_wav\282116.wav
187104,Common Sandpiper,Actitis hypoleucos,Poland,Nadrybie Lake after landslides in the mine called Baltic,A,1:22,2014-07-13,data\processed_wav\187104.wav
129378,Common Sandpiper,Actitis hypoleucos,Poland,"Warszawa (near  Warsaw), Warszawa, Masovian Voivodeship",A,0:11,2013-04-12,data\processed_wav\129378.wav
840052,Green Sandpiper,Tringa ochropus,Poland,"Gmina Gniewino (near  Salino), Wejherowo County, Pomeranian Voivodeship",A,0:57,2023-06-09,data\processed_wav\840052.wav
840041,Green Sandpiper,Tringa ochropus,Poland,"Gmina Gniewino (near  Salino), Wejherowo County, Pomeranian Voivodeship",A,1:40,2023-06-09,data\processed_wav\840041.wav
664782,Green Sandpiper,Tringa ochropus,Poland,"Gmina Baranów (near  Baranów), powiat grodziski, Mazowieckie",A,0:24,2021-07-25,data\processed_wav\664782.wav
664781,Green Sandpiper,Tringa ochropus,Poland,"Gmina Baranów (near  Baranów), powiat grodziski, Mazowieckie",A,0:11,2021-07-25,data\processed_wav\664781.wav
664777,Green Sandpiper,Tringa ochropus,Poland,"Gmina Baranów (near  Baranów), powiat grodziski, Mazowieckie",A,0:57,2021-07-25,data\processed_wav\664777.wav
664776,Green Sandpiper,Tringa ochropus,Poland,"Gmina Baranów (near  Baranów), powiat grodziski, Mazowieckie",A,0:12,2021-07-25,data\processed_wav\664776.wav
243477,Green Sandpiper,Tringa ochropus,Poland,Leoncin,A,0:23,2015-05-15,data\processed_wav\243477.wav
243476,Green Sandpiper,Tringa ochropus,Poland,Leoncin,A,0:30,2015-05-15,data\processed_wav\243476.wav
175106,Green Sandpiper,Tringa ochropus,Poland,Leoncin,A,1:39,2014-04-18,data\processed_wav\175106.wav
36745,Green Sandpiper,Tringa ochropus,Poland,Biebrza Marshes ,A,1:22,2008-06-05,data\processed_wav\36745.wav
551256,Common Redshank,Tringa totanus,Poland,The Biebrza National Park,A,0:17,2020-04-26,data\processed_wav\551256.wav
551250,Common Redshank,Tringa totanus,Poland,The Biebrza National Park,A,2:19,2020-04-26,data\processed_wav\551250.wav
550186,Common Redshank,Tringa totanus,Poland,Masovian Voivodeship,A,0:16,2020-04-24,data\processed_wav\550186.wav
549736,Common Redshank,Tringa totanus,Poland,Masovian Voivodeship,A,0:26,2020-04-23,data\processed_wav\549736.wav
549735,Common Redshank,Tringa totanus,Poland,Masovian Voivodeship,A,0:23,2020-04-23,data\processed_wav\549735.wav
549734,Common Redshank,Tringa totanus,Poland,Masovian Voivodeship,A,0:18,2020-04-23,data\processed_wav\549734.wav
381204,Common Redshank,Tringa totanus,Poland,"Mścichy, Gmina Radziłów, grajewski, podlaskie",A,1:46,2017-06-06,data\processed_wav\381204.wav
377456,Common Redshank,Tringa totanus,Poland,"Lewsze Peatworks, Podlaskie Voivodeship",A,0:21,2017-06-27,data\processed_wav\377456.wav
342888,Common Redshank,Tringa totanus,Poland,"Gmina Michałowo (near  Cisówka), białostocki, podlaskie",A,0:11,2011-05-25,data\processed_wav\342888.wav
179597,Common Redshank,Tringa totanus,Poland,"Gmina Somianka (near  Popowo Kościelne), Wyszków County, Masovian Voivodeship",A,0:38,2014-05-25,data\processed_wav\179597.wav
179596,Common Redshank,Tringa totanus,Poland,"Gmina Somianka (near  Popowo Kościelne), Wyszków County, Masovian Voivodeship",A,0:13,2014-05-25,data\processed_wav\179596.wav
150824,Common Redshank,Tringa totanus,Poland,"Nowy Dwór Gdański County, Pomeranian Voivodeship",A,0:18,2013-09-05,data\processed_wav\150824.wav
102757,Common Redshank,Tringa totanus,Poland, Meadows near John village (łąki koło Janówka) II,A,0:16,2012-05-28,data\processed_wav\102757.wav
102756,Common Redshank,Tringa totanus,Poland, Meadows near John village (łąki koło Janówka) II,A,2:56,2012-05-28,data\processed_wav\102756.wav
102755,Common Redshank,Tringa totanus,Poland,Meadows near John village (łąki koło Janówka) I,A,1:11,2012-05-28,data\processed_wav\102755.wav
102754,Common Redshank,Tringa totanus,Poland,Meadows near John village (łąki koło Janówka) I,A,0:32,2012-05-28,data\processed_wav\102754.wav
102753,Common Redshank,Tringa totanus,Poland,Meadows near John village (łąki koło Janówka) I,A,0:23,2012-05-28,data\processed_wav\102753.wav
663968,Wood Sandpiper,Tringa glareola,Poland,"Powiat łowicki, województwo łódzkie",A,0:15,2021-07-19,data\processed_wav\663968.wav
551341,Wood Sandpiper,Tringa glareola,Poland,The Biebrza National Park,A,0:34,2020-04-26,data\processed_wav\551341.wav
551337,Wood Sandpiper,Tringa glareola,Poland,The Biebrza National Park,A,0:14,2020-04-26,data\processed_wav\551337.wav
240850,Wood Sandpiper,Tringa glareola,Poland,"Gmina Szreńsk (near  Przychód), Mława County, Masovian Voivodeship",A,0:21,2015-05-04,data\processed_wav\240850.wav
671273,Spotted Redshank,Tringa erythropus,Poland,"Gmina Baranów (near  Baranów), powiat grodziski, Mazowieckie",A,0:45,2020-08-28,data\processed_wav\671273.wav
671271,Spotted Redshank,Tringa erythropus,Poland,"Gmina Baranów (near  Baranów), powiat grodziski, Mazowieckie",A,0:32,2020-08-28,data\processed_wav\671271.wav
671269,Spotted Redshank,Tringa erythropus,Poland,"Gmina Baranów (near  Baranów), powiat grodziski, Mazowieckie",A,0:11,2020-08-28,data\processed_wav\671269.wav
554108,Spotted Redshank,Tringa erythropus,Poland,"Gmina Urszulin, Powiat włodawski, lubelskie",A,0:23,2020-05-01,data\processed_wav\554108.wav
131150,Spotted Redshank,Tringa erythropus,Poland,"Pomiechówek (near  Pomiechowo), Nowy Dwór Mazowiecki County, Masovian Voivodeship",A,1:02,2013-04-22,data\processed_wav\131150.wav
99139,Spotted Redshank,Tringa erythropus,Poland,"Bronisławka, near Stary Modlin, Poland",A,1:06,2012-04-18,data\processed_wav\99139.wav
719960,Common Greenshank,Tringa nebularia,Poland,"Gmina Baranów (near  Baranów), powiat grodziski, Mazowieckie",A,0:13,2022-04-27,data\processed_wav\719960.wav
671237,Common Greenshank,Tringa nebularia,Poland,"Gmina Baranów (near  Baranów), powiat grodziski, Mazowieckie",A,0:20,2020-08-28,data\processed_wav\671237.wav
554092,Common Greenshank,Tringa nebularia,Poland,"Gmina Urszulin, Powiat włodawski, lubelskie",A,0:55,2020-05-01,data\processed_wav\554092.wav
553926,Common Greenshank,Tringa nebularia,Poland,"Gmina Urszulin, Powiat włodawski, lubelskie",A,0:10,2020-05-03,data\processed_wav\553926.wav
298405,Common Greenshank,Tringa nebularia,Poland,"białostocki, podlaskie",A,1:25,2015-09-29,data\processed_wav\298405.wav
131151,Common Greenshank,Tringa nebularia,Poland,"Pomiechówek (near  Pomiechowo), Nowy Dwór Mazowiecki County, Masovian Voivodeship",A,1:11,2013-04-22,data\processed_wav\131151.wav
791385,Black-headed Gull,Chroicocephalus ridibundus,Poland,"Gmina Podegrodzie (near  Podrzecze), nowosądecki, Małopolskie",A,1:01,2022-06-06,data\processed_wav\791385.wav
777140,Black-headed Gull,Chroicocephalus ridibundus,Poland,Dojlidy ponds,A,4:19,2022-03-09,data\processed_wav\777140.wav
642616,Black-headed Gull,Chroicocephalus ridibundus,Poland,"powiat grodziski, Mazowieckie",A,0:29,2021-04-25,data\processed_wav\642616.wav
642603,Black-headed Gull,Chroicocephalus ridibundus,Poland,"powiat grodziski, Mazowieckie",A,0:20,2021-04-25,data\processed_wav\642603.wav
642587,Black-headed Gull,Chroicocephalus ridibundus,Poland,"powiat grodziski, Mazowieckie",A,0:36,2021-04-25,data\processed_wav\642587.wav
609503,Black-headed Gull,Chroicocephalus ridibundus,Poland,"Gmina Puchaczów (near  Puchaczów), łęczyński, Lubelskie",A,0:10,2020-05-02,data\processed_wav\609503.wav
591462,Black-headed Gull,Chroicocephalus ridibundus,Poland,"Gmina Piątek (near  Piątek), Powiat łęczycki, Łódzkie",A,0:12,2020-05-15,data\processed_wav\591462.wav
591461,Black-headed Gull,Chroicocephalus ridibundus,Poland,"Gmina Piątek (near  Piątek), Powiat łęczycki, Łódzkie",A,0:17,2020-05-15,data\processed_wav\591461.wav
591451,Black-headed Gull,Chroicocephalus ridibundus,Poland,"Powiat bełchatowski, województwo łódzkie",A,0:35,2020-08-20,data\processed_wav\591451.wav
591450,Black-headed Gull,Chroicocephalus ridibundus,Poland,"Powiat bełchatowski, województwo łódzkie",A,0:10,2020-08-20,data\processed_wav\591450.wav
560441,Black-headed Gull,Chroicocephalus ridibundus,Poland,"Gmina Goczałkowice-Zdrój (near  Goczałkowice-Zdrój), Powiat pszczyński, śląskie",A,3:51,2020-05-21,data\processed_wav\560441.wav
554191,Black-headed Gull,Chroicocephalus ridibundus,Poland,"Gmina Urszulin, Powiat włodawski, lubelskie",A,0:13,2020-05-01,data\processed_wav\554191.wav
554069,Black-headed Gull,Chroicocephalus ridibundus,Poland,"Gmina Urszulin, Powiat włodawski, lubelskie",A,0:14,2020-05-03,data\processed_wav\554069.wav
554064,Black-headed Gull,Chroicocephalus ridibundus,Poland,"Gmina Urszulin, Powiat włodawski, lubelskie",A,0:10,2020-05-03,data\processed_wav\554064.wav
554037,Black-headed Gull,Chroicocephalus ridibundus,Poland,"Gmina Urszulin, Powiat włodawski, lubelskie",A,0:16,2020-05-02,data\processed_wav\554037.wav
554031,Black-headed Gull,Chroicocephalus ridibundus,Poland,"Gmina Urszulin, Powiat włodawski, lubelskie",A,0:12,2020-05-02,data\processed_wav\554031.wav
554023,Black-headed Gull,Chroicocephalus ridibundus,Poland,"Gmina Urszulin, Powiat włodawski, lubelskie",A,0:10,2020-05-02,data\processed_wav\554023.wav
554022,Black-headed Gull,Chroicocephalus ridibundus,Poland,"Gmina Urszulin, Powiat włodawski, lubelskie",A,0:13,2020-05-02,data\processed_wav\554022.wav
520588,Black-headed Gull,Chroicocephalus ridibundus,Poland,"Middle Vistula, Tarchomin, Warsaw",A,1:04,2020-01-17,data\processed_wav\520588.wav
378962,Black-headed Gull,Chroicocephalus ridibundus,Poland,"Lewsze Peatworks, Podlaskie Voivodeship",A,1:24,2017-07-08,data\processed_wav\378962.wav
172174,Black-headed Gull,Chroicocephalus ridibundus,Poland,"Objezierze, Wielkopolskie Voivodeship",A,0:10,2014-04-02,data\processed_wav\172174.wav
168338,Black-headed Gull,Chroicocephalus ridibundus,Poland,"Hel, Pomorskie Voivodeship",A,0:11,2014-02-28,data\processed_wav\168338.wav
128913,Black-headed Gull,Chroicocephalus ridibundus,Poland,"Warszawa (near  Warsaw), Warszawa, Masovian Voivodeship",A,0:14,2013-04-06,data\processed_wav\128913.wav
113544,Black-headed Gull,Chroicocephalus ridibundus,Poland,"Nieporęt (near  Rynia), Legionowo County, Mazowieckie",A,0:17,2012-11-26,data\processed_wav\113544.wav
90911,Black-headed Gull,Chroicocephalus ridibundus,Poland,"Kuligow, Mazowieckie region, Poland",A,0:46,2010-05-19,data\processed_wav\90911.wav
179601,Mediterranean Gull,Ichthyaetus melanocephalus,Poland,"Gmina Wieliszew (near  Kępa Kikolska), Legionowo County, Masovian Voivodeship",A,0:47,2014-05-20,data\processed_wav\179601.wav
128367,Common Gull,Larus canus,Poland,"Warszawa (near  Warsaw), Warszawa, Masovian Voivodeship",A,2:16,2013-04-03,data\processed_wav\128367.wav
74580,Common Gull,Larus canus,Poland,Modlin - Estuary of Narew and Wkra Rivers,A,1:55,2011-03-13,data\processed_wav\74580.wav
74579,Common Gull,Larus canus,Poland,Modlin - Estuary of Narew and Wkra Rivers,A,0:24,2011-03-13,data\processed_wav\74579.wav
72844,Common Gull,Larus canus,Poland,"Warszawa, Wisła przy ul. Odkryta",A,0:50,2011-03-10,data\processed_wav\72844.wav
150838,Great Black-backed Gull,Larus marinus,Poland,"Gdańsk, Gdańsk, Pomeranian Voivodeship",A,0:13,2013-09-05,data\processed_wav\150838.wav
773375,European Herring Gull,Larus argentatus,Poland,"Hel, Powiat pucki, Pomorskie",A,1:08,2022-06-02,data\processed_wav\773375.wav
623707,European Herring Gull,Larus argentatus,Poland,"Middle Vistula, Łomianki, Warsaw",A,0:12,2021-02-20,data\processed_wav\623707.wav
623698,European Herring Gull,Larus argentatus,Poland,"Middle Vistula, Łomianki, Warsaw",A,0:25,2021-02-20,data\processed_wav\623698.wav
623694,European Herring Gull,Larus argentatus,Poland,"Middle Vistula, Łomianki, Warsaw",A,0:30,2021-02-20,data\processed_wav\623694.wav
623691,European Herring Gull,Larus argentatus,Poland,"Middle Vistula, Łomianki, Warsaw",A,0:44,2021-02-20,data\processed_wav\623691.wav
282194,European Herring Gull,Larus argentatus,Poland,"Gmina Stegna (near  Jantar), Nowy Dwór Gdański County, Pomeranian Voivodeship",A,0:50,2015-09-20,data\processed_wav\282194.wav
1015838,Caspian Gull,Larus cachinnans,Poland,"Gmina Ostrów Lubelski (near  Bójki), Powiat lubartowski, Województwo lubelskie",A,0:34,2025-05-30,data\processed_wav\1015838.wav
